,,,
Referrer,Count,Label,Types
P4130,9509,USHMM person ID'@en,"Wikidata property for authority control for victims of National Socialism'@en,'Wikidata property related to the Holocaust'@en"
P2100,9483,Banque de noms de lieux du Québec ID'@en,Wikidata property for authority control for places'@en
P906,9477,SELIBR ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for authority control (libraries)'@en"
P2481,9359,Elite Prospects player ID'@en,"Wikidata property for authority control for ice hockey players'@en,'Wikidata property for an identifier that suggests notability'@en"
P2174,9148,Museum of Modern Art artist ID'@en,"Wikidata property related to New York City'@en,'Wikidata property to identify organizations'@en,'Wikidata property for authority control, with reciprocal use of Wikidata'@en,'Wikidata property for authority control for artists'@en"
P3660,8999,FootballFacts.ru player ID'@en,Wikidata property for authority control for association football players'@en
P1415,8982,Oxford Dictionary of National Biography ID'@en,"Wikidata property for an identifier that suggests notability'@en,'Wikidata property related to biographical dictionaries'@en"
P10043,8981,Indonesian parliament candidate ID 2019'@en,Wikidata property for authority control for politicians'@en
P7929,8961,Roglo person ID'@en,"Wikidata property for items about people'@en,'Wikidata property for an identifier'@en,'Wikidata property related to genealogy'@en"
P3973,8863,PIM authority ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to literature'@en"
P4835,8823,TheTVDB.com series ID'@en,"Wikidata property to identify television shows'@en,'Wikidata property to identify podcasts'@en"
P1144,8756,Library of Congress Control Number (LCCN) (bibliographic)'@en,"Wikidata property for items about works'@en,'Wikidata property to identify books'@en"
P4762,8667,Common Database on Designated Areas ID'@en,Wikidata property for authority control for protected areas'@en
P10441,8648,Michigan Legislative Bio ID'@en,Wikidata property for authority control for politicians'@en
P9715,8571,Room of Names ID'@en,"Wikidata property for authority control for victims of National Socialism'@en,'Wikidata property for authority control for people'@en"
P6705,8560,Academia Sinica authority ID'@en,Wikidata property for authority control for people'@en
P5327,8504,fernsehserien.de ID'@en,"Wikidata property to identify television series episodes'@en,'Wikidata property for an identifier'@en,'Wikidata property to identify television shows'@en"
P3047,8453,PlaymakerStats.com player ID'@en,"Wikidata property for authority control for association football players'@en,'Wikidata property for an identifier that suggests notability'@en"
P972,8396,catalog'@en,"Wikidata qualifier'@en,'Wikidata property for items about works'@en"
P3160,8339,Minnesota legislator ID'@en,"Wikidata property for an identifier that suggests notability'@en,'Wikidata property for authority control for politicians'@en"
P3541,8242,MLB.com player ID'@en,"Wikidata property for authority control for baseball players'@en,'Wikidata property for an identifier that suggests notability'@en"
P9049,8201,ICCD agent ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en"
P6194,8176,Austrian Biographical Encylopedia ID'@en,"Wikidata property for an identifier that suggests notability'@en,'Wikidata property related to biographical dictionaries'@en"
P4632,8044,Bechdel Test Movie List ID'@en,"Wikidata property related to women and feminism'@en,'Wikidata property to identify films'@en"
P1988,7982,Le Delarge artist ID'@en,"Wikidata property related to encyclopedias'@en,'Wikidata property for authority control for artists'@en"
P3935,7895,Chamber of Deputies of Italy storia ID'@en,Wikidata property for authority control for politicians'@en
P7227,7873,DIBAVOD ID'@en,Wikidata property for an identifier'@en
P5739,7767,Pontificia Università della Santa Croce ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to Catholicism and the Catholic Church'@en,'Wikidata property for authority control (libraries)'@en"
P2750,7719,Photographers\' Identities Catalog ID'@en,Wikidata property for authority control for photographers'@en
P7998,7636,Podchaser podcast ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property for an identifier that does not imply notability'@en,'Wikidata property to identify podcasts'@en"
P3477,7623,Nihon Tarento Meikan ID'@en,Wikidata property for an identifier'@en
P1341,7605,Italian Chamber of Deputies dati ID'@en,Wikidata property for authority control for politicians'@en
P6127,7468,Letterboxd film ID'@en,"Wikidata property to identify films'@en,'Wikidata property for an identifier that suggests notability'@en"
P497,7427,CBDB ID'@en,Wikidata property related to biographical dictionaries'@en
P2383,7421,CTHS person ID'@en,"Wikidata property for authority control (academies)'@en,'Wikidata property for authority control for people'@en"
P7224,7402,Insects (Insecta) of the World ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to insects and entomology'@en"
P7982,7363,Hrvatska enciklopedija ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to encyclopedias'@en"
P595,7318,Guide to Pharmacology Ligand ID'@en,"Wikidata property to identify substances'@en,'Wikidata property related to medicine'@en"
P5731,7221,Angelicum ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to Catholicism and the Catholic Church'@en,'Wikidata property for authority control (libraries)'@en"
P3898,7179,Hotels.com hotel ID'@en,"Wikidata property for authority control for hotels'@en,'Wikidata property related to e-commerce'@en"
P1545,7167,series ordinal'@en,"Wikidata qualifier'@en,'Wikidata property for a multi-source identifier'@en,'Wikidata property used as \""depicts\"" (P180) qualifier on Commons'@en"
P7902,7145,Deutsche Biographie (GND) ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property related to biographical dictionaries'@en"
P4133,7127,Tourer.it ID'@en,"Wikidata property for authority control for places'@en,'Wikidata property for an identifier'@en"
P4120,7042,Ontario Heritage Act Register ID'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property to identify architectural structures'@en"
P1580,6998,University of Barcelona authority ID (obsolete)'@en,"Wikidata property for a former identification scheme'@en,'Wikidata property for authority control for people'@en,'Wikidata property for authority control (libraries)'@en"
P3655,6985,BDFutbol player ID'@en,Wikidata property for authority control for association football players'@en
P3696,6931,Sports-Reference.com college basketball player ID'@en,"Wikidata property for authority control for basketball players'@en,'Wikidata property related to college sports'@en,'Wikidata property for an identifier that suggests notability'@en"
P1967,6893,BoxRec boxer ID'@en,"Wikidata property related to boxing'@en,'Wikidata property for authority control for sports people'@en"
P1368,6888,LNB ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for authority control by VIAF member'@en"
P9223,6845,Provenio UUID'@en,Wikidata property for authority control for people'@en
P10589,6778,MangaDex title ID'@en,Wikidata property for authority control for works'@en
P687,6756,BHL page ID'@en,Wikidata property to identify taxa'@en
P4766,6508,Australian honours ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to awards, prizes and honours'@en"
P1254,6475,Slovenska biografija ID'@en,Wikidata property related to biographical dictionaries'@en
P8548,6449,Proballers ID'@en,Wikidata property for authority control for basketball players'@en
P10426,6396,tiket.com hotel ID'@en,"Wikidata property for authority control for hotels'@en,'Wikidata property related to e-commerce'@en"
P2180,6272,Kansallisbiografia ID'@en,Wikidata property related to biographical dictionaries'@en
P2767,6175,JudoInside judoka ID'@en,Wikidata property for authority control for judoka'@en
P2699,6159,URL'@en,"Wikidata property related to data communication, storage, and retrieval'@en"
P2268,6148,Musée d\'Orsay artist ID'@en,"Wikidata property related to Paris'@en,'Wikidata property for authority control for artists'@en"
P1827,6124,ISWC'@en,"Wikidata property for an international standard identifier'@en,'Wikidata property to identify musical works'@en,'Wikidata property for an identifier having a checksum'@en,'Wikidata property related to copyright'@en"
P1711,6090,British Museum person or institution ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en,'Wikidata property related to art'@en,'Wikidata property related to a thesaurus'@en"
